lEntity,Rela,rEntity,type,le,re,rela,cls
aortic aneurysm,presence,known,Pulmonary_atelectasis,424,135,12,11
breast implants,presence,yes,Pulmonary_atelectasis,335,577,12,11
breast implants,type,calcified,Pulmonary_atelectasis,335,494,18,11
mastectomy,appearance,right,Pulmonary_atelectasis,0,683,5,11
lung scarring,presence,yes,Pulmonary_atelectasis,584,577,12,11
lung scarring,appearance,left base,Pulmonary_atelectasis,584,474,5,11
lung scarring,appearance,right upper lobe,Pulmonary_atelectasis,584,413,5,11
granulomatous disease,represent,calcified lymph nodes,Pulmonary_atelectasis,470,29,15,11
heart,size,normal,Pulmonary_atelectasis,351,134,2,11
heart,size,enlarged,Pulmonary_atelectasis,351,140,2,11
heart,size,mildly enlarged,Pulmonary_atelectasis,351,407,2,11
heart,size,borderline,Pulmonary_atelectasis,351,698,2,11
heart,size,upper normal,Pulmonary_atelectasis,351,28,2,11
heart,size,within normal limits,Pulmonary_atelectasis,351,454,2,11
lungs,condition,clear,Pulmonary_atelectasis,448,658,6,11
lungs,condition,hyperinflated,Pulmonary_atelectasis,448,40,6,11
lungs,condition,emphysematous,Pulmonary_atelectasis,448,284,6,11
lungs,condition,well-aerated,Pulmonary_atelectasis,448,174,6,11
lungs,condition,hypoinflated,Pulmonary_atelectasis,448,695,6,11
pleural effusion,presence,no,Pulmonary_atelectasis,354,587,12,11
pleural effusion,presence,small,Pulmonary_atelectasis,354,724,12,11
pleural effusion,presence,minimal,Pulmonary_atelectasis,354,533,12,11
pneumothorax,presence,no,Pulmonary_atelectasis,160,587,12,11
scarring,appearance,biapical,Pulmonary_atelectasis,704,323,5,11
scarring,appearance,left base,Pulmonary_atelectasis,704,474,5,11
scarring,appearance,right base,Pulmonary_atelectasis,704,206,5,11
scarring,appearance,bilateral base,Pulmonary_atelectasis,704,246,5,11
scarring,appearance,left upper lobe,Pulmonary_atelectasis,704,254,5,11
scarring,appearance,right upper lobe,Pulmonary_atelectasis,704,413,5,11
scarring,appearance,lingula,Pulmonary_atelectasis,704,100,5,11
atelectasis,appearance,left base,Pulmonary_atelectasis,54,474,5,11
atelectasis,appearance,right base,Pulmonary_atelectasis,54,206,5,11
atelectasis,appearance,bilateral base,Pulmonary_atelectasis,54,246,5,11
consolidation,presence,no,Pulmonary_atelectasis,804,587,12,11
consolidation,appearance,right upper lobe,Pulmonary_atelectasis,804,413,5,11
consolidation,appearance,left lower lobe,Pulmonary_atelectasis,804,425,5,11
granuloma,type,calcified,Pulmonary_atelectasis,507,494,18,11
granuloma,appearance,right hilum,Pulmonary_atelectasis,507,273,5,11
granuloma,appearance,left lower lobe,Pulmonary_atelectasis,507,425,5,11
aorta,condition,tortuous,Pulmonary_atelectasis,336,432,6,11
aorta,condition,calcified,Pulmonary_atelectasis,336,494,6,11
aorta,condition,ectatic,Pulmonary_atelectasis,336,22,6,11
aorta,condition,atherosclerotic,Pulmonary_atelectasis,336,330,6,11
mediastinum,appearance,normal,Pulmonary_atelectasis,469,134,5,11
mediastinum,appearance,unremarkable,Pulmonary_atelectasis,469,504,5,11
COPD,presence,yes,Pulmonary_atelectasis,706,577,12,11
emphysema,presence,yes,Pulmonary_atelectasis,371,577,12,11
emphysema,severity,severe,Pulmonary_atelectasis,371,532,9,11
pulmonary vasculature,appearance,normal,Pulmonary_atelectasis,80,134,5,11
pulmonary vasculature,appearance,prominent,Pulmonary_atelectasis,80,637,5,11
rib fracture,presence,old,Pulmonary_atelectasis,685,243,12,11
rib fracture,appearance,left 9th,Pulmonary_atelectasis,685,145,5,11
spine,condition,degenerative changes,Pulmonary_atelectasis,338,66,6,11
spine,condition,scoliosis,Pulmonary_atelectasis,338,213,6,11
spine,condition,osteophytes,Pulmonary_atelectasis,338,303,6,11
pacemaker,presence,yes,Pulmonary_atelectasis,680,577,12,11
pacemaker,appearance,left chest wall,Pulmonary_atelectasis,680,193,5,11
hiatal hernia,presence,yes,Pulmonary_atelectasis,433,577,12,11
lung volumes,condition,low,Pulmonary_atelectasis,502,253,6,11
airspace disease,appearance,right upper lobe,Pulmonary_atelectasis,352,413,5,11
airspace disease,appearance,left lower lobe,Pulmonary_atelectasis,352,425,5,11
pleural thickening,appearance,left apex,Pulmonary_atelectasis,295,779,5,11
pleural thickening,appearance,right apex,Pulmonary_atelectasis,295,167,5,11
bronchiectasis,presence,yes,Pulmonary_atelectasis,493,577,12,11
bronchiectasis,cause,cystic fibrosis,Pulmonary_atelectasis,493,403,17,11
tuberculosis,status,previous,Pulmonary_atelectasis,401,169,7,11
cardiomegaly,presence,yes,Pulmonary_atelectasis,590,577,12,11
cardiomegaly,severity,mild,Pulmonary_atelectasis,590,280,9,11
lung mass,appearance,left lung base,Pulmonary_atelectasis,112,186,5,11
AICD,presence,yes,Pulmonary_atelectasis,261,577,12,11
AICD,appearance,left chest wall,Pulmonary_atelectasis,261,193,5,11
central venous catheter,presence,yes,Pulmonary_atelectasis,299,577,12,11
central venous catheter,appearance,right jugular,Pulmonary_atelectasis,299,559,5,11
CABG,status,post,Pulmonary_atelectasis,726,622,7,11
mitral valve,status,post surgery,Pulmonary_atelectasis,676,126,7,11
sternotomy,status,post,Pulmonary_atelectasis,181,622,7,11
lungs,condition,hyperaerated,Pulmonary_atelectasis,448,142,6,11
lungs,condition,hyperexpanded,Pulmonary_atelectasis,448,765,6,11
lungs,condition,hyperinflated,Pulmonary_atelectasis,448,40,6,11
lungs,condition,clear,Pulmonary_atelectasis,448,658,6,11
lungs,condition,emphysematous,Pulmonary_atelectasis,448,284,6,11
heart,size,normal,Pulmonary_atelectasis,351,134,2,11
heart,size,mildly enlarged,Pulmonary_atelectasis,351,407,2,11
heart,size,borderline,Pulmonary_atelectasis,351,698,2,11
mediastinum,appearance,unremarkable,Pulmonary_atelectasis,469,504,5,11
mediastinum,appearance,normal,Pulmonary_atelectasis,469,134,5,11
aorta,condition,tortuous,Pulmonary_atelectasis,336,432,6,11
aorta,condition,calcified,Pulmonary_atelectasis,336,494,6,11
aorta,condition,ectatic,Pulmonary_atelectasis,336,22,6,11
aorta,condition,atherosclerotic,Pulmonary_atelectasis,336,330,6,11
diaphragm,condition,flattened,Pulmonary_atelectasis,471,232,6,11
pleural effusion,presence,no,Pulmonary_atelectasis,354,587,12,11
pleural effusion,presence,small,Pulmonary_atelectasis,354,724,12,11
pneumothorax,presence,no,Pulmonary_atelectasis,160,587,12,11
pulmonary vasculature,appearance,normal,Pulmonary_atelectasis,80,134,5,11
pulmonary vasculature,appearance,prominent,Pulmonary_atelectasis,80,637,5,11
emphysema,presence,yes,Pulmonary_atelectasis,371,577,12,11
emphysema,severity,mild,Pulmonary_atelectasis,371,280,9,11
emphysema,severity,severe,Pulmonary_atelectasis,371,532,9,11
COPD,presence,yes,Pulmonary_atelectasis,706,577,12,11
consolidation,presence,no,Pulmonary_atelectasis,804,587,12,11
consolidation,appearance,right middle lobe,Pulmonary_atelectasis,804,778,5,11
consolidation,appearance,right upper lobe,Pulmonary_atelectasis,804,413,5,11
granuloma,type,calcified,Pulmonary_atelectasis,507,494,18,11
granuloma,appearance,right hilum,Pulmonary_atelectasis,507,273,5,11
granuloma,appearance,left upper lobe,Pulmonary_atelectasis,507,254,5,11
atelectasis,appearance,bibasilar,Pulmonary_atelectasis,54,361,5,11
atelectasis,appearance,left base,Pulmonary_atelectasis,54,474,5,11
atelectasis,appearance,right base,Pulmonary_atelectasis,54,206,5,11
scarring,appearance,biapical,Pulmonary_atelectasis,704,323,5,11
scarring,appearance,left base,Pulmonary_atelectasis,704,474,5,11
scarring,appearance,right base,Pulmonary_atelectasis,704,206,5,11
spine,condition,degenerative changes,Pulmonary_atelectasis,338,66,6,11
spine,condition,scoliosis,Pulmonary_atelectasis,338,213,6,11
spine,condition,kyphosis,Pulmonary_atelectasis,338,417,6,11
rib,condition,fracture,Pulmonary_atelectasis,711,341,6,11
rib,appearance,left,Pulmonary_atelectasis,711,244,5,11
rib,appearance,right,Pulmonary_atelectasis,711,683,5,11
pacemaker,presence,yes,Pulmonary_atelectasis,680,577,12,11
pacemaker,appearance,left chest wall,Pulmonary_atelectasis,680,193,5,11
AICD,presence,yes,Pulmonary_atelectasis,261,577,12,11
AICD,appearance,left chest wall,Pulmonary_atelectasis,261,193,5,11
cardiomegaly,presence,yes,Pulmonary_atelectasis,590,577,12,11
cardiomegaly,severity,mild,Pulmonary_atelectasis,590,280,9,11
pulmonary artery,condition,enlarged,Pulmonary_atelectasis,300,140,6,11
lung volumes,condition,low,Pulmonary_atelectasis,502,253,6,11
lung volumes,condition,increased,Pulmonary_atelectasis,502,347,6,11
airspace disease,appearance,right middle lobe,Pulmonary_atelectasis,352,778,5,11
airspace disease,appearance,right upper lobe,Pulmonary_atelectasis,352,413,5,11
pleural thickening,appearance,biapical,Pulmonary_atelectasis,295,323,5,11
hiatal hernia,presence,yes,Pulmonary_atelectasis,433,577,12,11
tuberculosis,status,previous,Pulmonary_atelectasis,401,169,7,11
sternotomy,status,post,Pulmonary_atelectasis,181,622,7,11
central venous catheter,presence,yes,Pulmonary_atelectasis,299,577,12,11
central venous catheter,appearance,right jugular,Pulmonary_atelectasis,299,559,5,11
PICC line,presence,yes,Pulmonary_atelectasis,751,577,12,11
PICC line,appearance,left arm,Pulmonary_atelectasis,751,467,5,11
lungs,condition,hypoinflated,Pulmonary_atelectasis,448,695,6,11
lungs,condition,low volumes,Pulmonary_atelectasis,448,468,6,11
lungs,condition,clear,Pulmonary_atelectasis,448,658,6,11
lungs,condition,hypoventilated,Pulmonary_atelectasis,448,443,6,11
heart,size,normal,Pulmonary_atelectasis,351,134,2,11
heart,size,mildly enlarged,Pulmonary_atelectasis,351,407,2,11
heart,size,borderline,Pulmonary_atelectasis,351,698,2,11
heart,size,cardiomegaly,Pulmonary_atelectasis,351,590,2,11
mediastinum,appearance,unremarkable,Pulmonary_atelectasis,469,504,5,11
mediastinum,appearance,normal,Pulmonary_atelectasis,469,134,5,11
mediastinum,appearance,widened,Pulmonary_atelectasis,469,359,5,11
aorta,condition,tortuous,Pulmonary_atelectasis,336,432,6,11
aorta,condition,calcified,Pulmonary_atelectasis,336,494,6,11
aorta,condition,atherosclerotic,Pulmonary_atelectasis,336,330,6,11
diaphragm,condition,elevated,Pulmonary_atelectasis,471,118,6,11
diaphragm,condition,eventration,Pulmonary_atelectasis,471,343,6,11
pleural effusion,presence,small,Pulmonary_atelectasis,354,724,12,11
pleural effusion,presence,bilateral,Pulmonary_atelectasis,354,594,12,11
pleural effusion,appearance,right,Pulmonary_atelectasis,354,683,5,11
pleural effusion,appearance,left,Pulmonary_atelectasis,354,244,5,11
pneumothorax,presence,no,Pulmonary_atelectasis,160,587,12,11
pulmonary vasculature,appearance,normal,Pulmonary_atelectasis,80,134,5,11
pulmonary vasculature,appearance,congested,Pulmonary_atelectasis,80,319,5,11
atelectasis,appearance,bibasilar,Pulmonary_atelectasis,54,361,5,11
atelectasis,appearance,left base,Pulmonary_atelectasis,54,474,5,11
atelectasis,appearance,right base,Pulmonary_atelectasis,54,206,5,11
infiltrate,appearance,right lower lobe,Pulmonary_atelectasis,633,56,5,11
infiltrate,appearance,left lower lobe,Pulmonary_atelectasis,633,425,5,11
consolidation,appearance,right lower lobe,Pulmonary_atelectasis,804,56,5,11
consolidation,appearance,left lower lobe,Pulmonary_atelectasis,804,425,5,11
granuloma,type,calcified,Pulmonary_atelectasis,507,494,18,11
granuloma,appearance,right upper lobe,Pulmonary_atelectasis,507,413,5,11
granuloma,appearance,left upper lobe,Pulmonary_atelectasis,507,254,5,11
hilar lymph nodes,condition,calcified,Pulmonary_atelectasis,353,494,6,11
hilar lymph nodes,appearance,right,Pulmonary_atelectasis,353,683,5,11
hilar lymph nodes,appearance,left,Pulmonary_atelectasis,353,244,5,11
spine,condition,degenerative changes,Pulmonary_atelectasis,338,66,6,11
spine,condition,scoliosis,Pulmonary_atelectasis,338,213,6,11
spine,condition,kyphosis,Pulmonary_atelectasis,338,417,6,11
rib,condition,fracture,Pulmonary_atelectasis,711,341,6,11
rib,appearance,left,Pulmonary_atelectasis,711,244,5,11
rib,appearance,right,Pulmonary_atelectasis,711,683,5,11
pacemaker,presence,yes,Pulmonary_atelectasis,680,577,12,11
pacemaker,appearance,left chest wall,Pulmonary_atelectasis,680,193,5,11
AICD,presence,yes,Pulmonary_atelectasis,261,577,12,11
AICD,appearance,left chest wall,Pulmonary_atelectasis,261,193,5,11
central venous catheter,presence,yes,Pulmonary_atelectasis,299,577,12,11
central venous catheter,appearance,right internal jugular,Pulmonary_atelectasis,299,68,5,11
PICC line,presence,yes,Pulmonary_atelectasis,751,577,12,11
PICC line,appearance,left arm,Pulmonary_atelectasis,751,467,5,11
sternotomy wires,presence,yes,Pulmonary_atelectasis,684,577,12,11
hiatal hernia,presence,yes,Pulmonary_atelectasis,433,577,12,11
cholecystectomy clips,presence,yes,Pulmonary_atelectasis,409,577,12,11
cholecystectomy clips,appearance,right upper quadrant,Pulmonary_atelectasis,409,677,5,11
lung markings,appearance,crowded,Pulmonary_atelectasis,670,125,5,11
lung markings,appearance,prominent,Pulmonary_atelectasis,670,637,5,11
costophrenic angles,appearance,blunted,Pulmonary_atelectasis,476,713,5,11
trachea,appearance,midline,Pulmonary_atelectasis,20,380,5,11
trachea,appearance,deviated,Pulmonary_atelectasis,20,707,5,11
pulmonary edema,presence,mild,Pulmonary_atelectasis,337,280,12,11
interstitial markings,appearance,prominent,Pulmonary_atelectasis,526,637,5,11
osseous structures,condition,intact,Pulmonary_atelectasis,390,813,6,11
osseous structures,condition,osteopenia,Pulmonary_atelectasis,390,773,6,11
heart size,be,normal,Pulmonary_atelectasis,55,134,0,11
lungs,be,clear,Pulmonary_atelectasis,448,658,0,11
cardiomediastinal silhouette,be,normal,Pulmonary_atelectasis,692,134,0,11
pleural effusion,be,absent,Pulmonary_atelectasis,354,10,0,11
pneumothorax,be,absent,Pulmonary_atelectasis,160,10,0,11
focal consolidation,be,absent,Pulmonary_atelectasis,764,10,0,11
pulmonary vasculature,be,normal,Pulmonary_atelectasis,80,134,0,11
bony structures,be,intact,Pulmonary_atelectasis,632,813,0,11
mediastinal contour,be,normal,Pulmonary_atelectasis,748,134,0,11
airspace disease,be,absent,Pulmonary_atelectasis,352,10,0,11
pulmonary edema,be,absent,Pulmonary_atelectasis,337,10,0,11
osseous structures,appearance,intact,Pulmonary_atelectasis,390,813,5,11
trachea,be,midline,Pulmonary_atelectasis,20,380,0,11
lung volumes,be,normal,Pulmonary_atelectasis,502,134,0,11
aortic XXXX,appearance,unremarkable,Pulmonary_atelectasis,728,504,5,11
cardiac silhouette,be,normal,Pulmonary_atelectasis,419,134,0,11
hilar contours,be,normal,Pulmonary_atelectasis,51,134,0,11
costophrenic XXXX,be,clear,Pulmonary_atelectasis,434,658,0,11
thoracic spine,appearance,intact,Pulmonary_atelectasis,164,813,5,11
ribs,show no,fractures,Pulmonary_atelectasis,251,156,19,11
soft tissues,be,unremarkable,Pulmonary_atelectasis,744,504,0,11
diaphragm,show no,free air,Pulmonary_atelectasis,471,161,19,11
upper abdomen,be,unremarkable,Pulmonary_atelectasis,322,504,0,11
XXXX,be,normal,Pulmonary_atelectasis,665,134,0,11
pulmonary XXXX,be,normal,Pulmonary_atelectasis,472,134,0,11
central airways,be,normal,Pulmonary_atelectasis,435,134,0,11
lung parenchyma,be,clear,Pulmonary_atelectasis,245,658,0,11
pleural spaces,show no,abnormality,Pulmonary_atelectasis,464,687,19,11
mediastinum,be,unremarkable,Pulmonary_atelectasis,469,504,0,11
heart,have,normal contour,Pulmonary_atelectasis,351,263,1,11
lungs,be,well-expanded,Pulmonary_atelectasis,448,807,0,11
pulmonary nodules,be,absent,Pulmonary_atelectasis,235,10,0,11
pulmonary masses,be,absent,Pulmonary_atelectasis,27,10,0,11
adenopathy,be,absent,Pulmonary_atelectasis,674,10,0,11
pneumonia,be,absent,Pulmonary_atelectasis,48,10,0,11
tuberculosis,show,no evidence,Pulmonary_atelectasis,401,41,20,11
cardiopulmonary abnormality,be,absent,Pulmonary_atelectasis,203,10,0,11
acute disease,be,absent,Pulmonary_atelectasis,95,10,0,11
active disease,be,absent,Pulmonary_atelectasis,607,10,0,11
lung infiltrates,be,absent,Pulmonary_atelectasis,462,10,0,11
mediastinal widening,be,absent,Pulmonary_atelectasis,404,10,0,11
pulmonary vascular congestion,be,absent,Pulmonary_atelectasis,597,10,0,11
hilar enlargement,be,absent,Pulmonary_atelectasis,763,10,0,11
atelectasis,be,absent,Pulmonary_atelectasis,54,10,0,11
air bronchograms,be,absent,Pulmonary_atelectasis,180,10,0,11
lung markings,be,normal,Pulmonary_atelectasis,670,134,0,11
cardiothoracic ratio,be,normal,Pulmonary_atelectasis,788,134,0,11
aortic knob,be,normal,Pulmonary_atelectasis,324,134,0,11
pulmonary arteries,be,normal,Pulmonary_atelectasis,487,134,0,11
fissures,be,normal,Pulmonary_atelectasis,342,134,0,11
bronchial walls,be,normal,Pulmonary_atelectasis,72,134,0,11
lung apices,be,clear,Pulmonary_atelectasis,15,658,0,11
lung bases,be,clear,Pulmonary_atelectasis,592,658,0,11
hemidiaphragms,be,normal,Pulmonary_atelectasis,614,134,0,11
cardiophrenic angles,be,sharp,Pulmonary_atelectasis,771,190,0,11
costophrenic angles,be,sharp,Pulmonary_atelectasis,476,190,0,11
bone mineralization,be,normal,Pulmonary_atelectasis,560,134,0,11
vertebral bodies,show,normal alignment,Pulmonary_atelectasis,663,430,20,11
intervertebral disc spaces,be,maintained,Pulmonary_atelectasis,496,452,0,11
shoulder girdles,be,symmetric,Pulmonary_atelectasis,209,383,0,11
clavicles,be,intact,Pulmonary_atelectasis,646,813,0,11
scapulae,be,normal,Pulmonary_atelectasis,440,134,0,11
first ribs,be,intact,Pulmonary_atelectasis,708,813,0,11
lung vascularity,be,normal,Pulmonary_atelectasis,625,134,0,11
pulmonary vessels,be,normal,Pulmonary_atelectasis,14,134,0,11
bronchial tree,be,normal,Pulmonary_atelectasis,344,134,0,11
mediastinal structures,be,normal,Pulmonary_atelectasis,503,134,0,11
cardiac apex,be,normal,Pulmonary_atelectasis,787,134,0,11
cardiac borders,be,well-defined,Pulmonary_atelectasis,455,113,0,11
lung volumes,be,adequate,Pulmonary_atelectasis,502,521,0,11
